model,operation,feature,pixel4|gpu|float,pixel4|gpu|kernel,s10|gpu|float,s10|gpu|kernel,mi8se|gpu|float,mi8se|gpu|kernel,a03s|gpu|float,a03s|gpu|kernel,iphone7|gpu|float,iphone7|gpu|kernel,iphonexs|gpu|float,iphonexs|gpu|kernel
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1693440'}",38.4256,depthwise_convolution_87_linked_:_relu_88,33.12,depthwise_convolution_87_linked_:_relu_88,133.4912,depthwise_convolution_87_linked_:_relu_88,314.304,depthwise_convolution_87_linked_:_relu_88,52.621,depthwise_convolution_87_linked_:_relu_88,16.512,depthwise_convolution_87_linked_:_relu_88
mnasnet_a1,MEAN,"{'Input_shape': '14', 'Input_channel': 480, 'Output_shape': '480', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '94080'}",24.8832,mean_89,31.916,mean_89,73.9456,mean_89,231.203,mean_89,23.656,mean_89,20.086,mean_89
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 480, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '20', 'Group': '1', 'FLOPS': '19200'}",25.1008,fully_connected_90_linked_:_relu_91,29.042,fully_connected_90_linked_:_relu_91,30.976,fully_connected_90_linked_:_relu_91,78.926,fully_connected_90_linked_:_relu_91,19.281,fully_connected_90_linked_:_relu_91,12.117,fully_connected_90_linked_:_relu_91
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 20, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '480', 'Group': '1', 'FLOPS': '19200'}",7.1296,fully_connected_92_linked_:_sigmoid_93,15.466,fully_connected_92_linked_:_sigmoid_93,11.264,fully_connected_92_linked_:_sigmoid_93,49.719,fully_connected_92_linked_:_sigmoid_93,9.945,fully_connected_92_linked_:_sigmoid_93,6.019,fully_connected_92_linked_:_sigmoid_93
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 480, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '112', 'Group': '1', 'FLOPS': '21073920'}",126.3872,convolution_2d_95,144.73,convolution_2d_95,356.3776,convolution_2d_95,848.922,convolution_2d_95,118.996,convolution_2d_95,52.664,convolution_2d_95
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 112, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '672', 'Group': '1', 'FLOPS': '29503488'}",148.6464,convolution_2d_96_linked_:_relu_97,128.421,convolution_2d_96_linked_:_relu_97,536.2176,convolution_2d_96_linked_:_relu_97,1244.609,convolution_2d_96_linked_:_relu_97,142.004,convolution_2d_96_linked_:_relu_97,56.574,convolution_2d_96_linked_:_relu_97
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 672, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '2370816'}",51.3536,depthwise_convolution_99_linked_:_relu_100,50.049,depthwise_convolution_99_linked_:_relu_100,184.2944,depthwise_convolution_99_linked_:_relu_100,426.762,depthwise_convolution_99_linked_:_relu_100,60.656,depthwise_convolution_99_linked_:_relu_100,21.723,depthwise_convolution_99_linked_:_relu_100
mnasnet_a1,MEAN,"{'Input_shape': '14', 'Input_channel': 672, 'Output_shape': '672', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '131712'}",31.8464,mean_101,38.108,mean_101,100.9792,mean_101,291.664,mean_101,30.344,mean_101,24.086,mean_101
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 672, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '28', 'Group': '1', 'FLOPS': '37632'}",34.1888,fully_connected_102_linked_:_relu_103,37.217,fully_connected_102_linked_:_relu_103,42.2272,fully_connected_102_linked_:_relu_103,93.113,fully_connected_102_linked_:_relu_103,24.601,fully_connected_102_linked_:_relu_103,14.644,fully_connected_102_linked_:_relu_103
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 28, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '672', 'Group': '1', 'FLOPS': '37632'}",6.592,fully_connected_104_linked_:_sigmoid_105,15.646,fully_connected_104_linked_:_sigmoid_105,12.096,fully_connected_104_linked_:_sigmoid_105,52.883,fully_connected_104_linked_:_sigmoid_105,13.211,fully_connected_104_linked_:_sigmoid_105,6.23,fully_connected_104_linked_:_sigmoid_105
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 672, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '112', 'Group': '1', 'FLOPS': '29503488'}",177.7152,convolution_2d_107_linked_:_add_108,190.422,convolution_2d_107_linked_:_add_108,504.2176,convolution_2d_107_linked_:_add_108,1168.027,convolution_2d_107_linked_:_add_108,155.692,convolution_2d_107_linked_:_add_108,68.735,convolution_2d_107_linked_:_add_108
mnasnet_a1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 112, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '672', 'Group': '1', 'FLOPS': '29503488'}",153.2032,convolution_2d_109_linked_:_relu_110,129.328,convolution_2d_109_linked_:_relu_110,537.5616,convolution_2d_109_linked_:_relu_110,1275.0,convolution_2d_109_linked_:_relu_110,142.703,convolution_2d_109_linked_:_relu_110,55.902,convolution_2d_109_linked_:_relu_110
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '18', 'Input_channel': 672, 'Output_shape': '7', 'Stride': '2', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '1646400'}",61.4528,depthwise_convolution_112_linked_:_relu_113,58.616,depthwise_convolution_112_linked_:_relu_113,192.0512,depthwise_convolution_112_linked_:_relu_113,498.847,depthwise_convolution_112_linked_:_relu_113,67.973,depthwise_convolution_112_linked_:_relu_113,35.762,depthwise_convolution_112_linked_:_relu_113
mnasnet_a1,MEAN,"{'Input_shape': '7', 'Input_channel': 672, 'Output_shape': '672', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '32928'}",15.1552,mean_114,22.582,mean_114,34.9952,mean_114,76.633,mean_114,14.164,mean_114,9.082,mean_114
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 672, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '28', 'Group': '1', 'FLOPS': '37632'}",34.5216,fully_connected_115_linked_:_relu_116,37.776,fully_connected_115_linked_:_relu_116,42.3296,fully_connected_115_linked_:_relu_116,91.176,fully_connected_115_linked_:_relu_116,23.348,fully_connected_115_linked_:_relu_116,15.047,fully_connected_115_linked_:_relu_116
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 28, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '672', 'Group': '1', 'FLOPS': '37632'}",6.7712,fully_connected_117_linked_:_sigmoid_118,18.315,fully_connected_117_linked_:_sigmoid_118,12.3904,fully_connected_117_linked_:_sigmoid_118,50.472,fully_connected_117_linked_:_sigmoid_118,10.09,fully_connected_117_linked_:_sigmoid_118,6.019,fully_connected_117_linked_:_sigmoid_118
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 672, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '160', 'Group': '1', 'FLOPS': '10536960'}",141.1072,convolution_2d_120,118.618,convolution_2d_120,234.624,convolution_2d_120,467.562,convolution_2d_120,74.297,convolution_2d_120,49.68,convolution_2d_120
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 160, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '960', 'Group': '1', 'FLOPS': '15052800'}",67.0976,convolution_2d_121_linked_:_relu_122,85.079,convolution_2d_121_linked_:_relu_122,238.4384,convolution_2d_121_linked_:_relu_122,652.781,convolution_2d_121_linked_:_relu_122,87.027,convolution_2d_121_linked_:_relu_122,36.336,convolution_2d_121_linked_:_relu_122
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2352000'}",52.3264,depthwise_convolution_124_linked_:_relu_125,63.319,depthwise_convolution_124_linked_:_relu_125,160.9984,depthwise_convolution_124_linked_:_relu_125,670.211,depthwise_convolution_124_linked_:_relu_125,88.289,depthwise_convolution_124_linked_:_relu_125,38.785,depthwise_convolution_124_linked_:_relu_125
mnasnet_a1,MEAN,"{'Input_shape': '7', 'Input_channel': 960, 'Output_shape': '960', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '47040'}",15.68,mean_126,19.918,mean_126,41.6128,mean_126,83.027,mean_126,14.66,mean_126,11.746,mean_126
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 960, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '76800'}",49.216,fully_connected_127_linked_:_relu_128,47.502,fully_connected_127_linked_:_relu_128,61.76,fully_connected_127_linked_:_relu_128,119.972,fully_connected_127_linked_:_relu_128,27.242,fully_connected_127_linked_:_relu_128,19.516,fully_connected_127_linked_:_relu_128
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 40, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '960', 'Group': '1', 'FLOPS': '76800'}",8.2816,fully_connected_129_linked_:_sigmoid_130,16.937,fully_connected_129_linked_:_sigmoid_130,18.3296,fully_connected_129_linked_:_sigmoid_130,69.469,fully_connected_129_linked_:_sigmoid_130,10.879,fully_connected_129_linked_:_sigmoid_130,8.074,fully_connected_129_linked_:_sigmoid_130
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '160', 'Group': '1', 'FLOPS': '15052800'}",215.552,convolution_2d_132_linked_:_add_133,162.118,convolution_2d_132_linked_:_add_133,325.9136,convolution_2d_132_linked_:_add_133,652.57,convolution_2d_132_linked_:_add_133,99.965,convolution_2d_132_linked_:_add_133,68.801,convolution_2d_132_linked_:_add_133
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 160, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '960', 'Group': '1', 'FLOPS': '15052800'}",66.7648,convolution_2d_134_linked_:_relu_135,86.254,convolution_2d_134_linked_:_relu_135,239.1296,convolution_2d_134_linked_:_relu_135,627.172,convolution_2d_134_linked_:_relu_135,87.586,convolution_2d_134_linked_:_relu_135,35.93,convolution_2d_134_linked_:_relu_135
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '11', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '5', 'Filter': '1', 'Group': '1', 'FLOPS': '2352000'}",52.8512,depthwise_convolution_137_linked_:_relu_138,61.402,depthwise_convolution_137_linked_:_relu_138,160.512,depthwise_convolution_137_linked_:_relu_138,670.77,depthwise_convolution_137_linked_:_relu_138,88.613,depthwise_convolution_137_linked_:_relu_138,38.918,depthwise_convolution_137_linked_:_relu_138
mnasnet_a1,MEAN,"{'Input_shape': '7', 'Input_channel': 960, 'Output_shape': '960', 'Stride': '-', 'Kernel': '1', 'Filter': '-', 'Group': '-', 'FLOPS': '47040'}",15.2448,mean_139,21.6,mean_139,42.3808,mean_139,107.867,mean_139,14.91,mean_139,11.449,mean_139
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 960, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '40', 'Group': '1', 'FLOPS': '76800'}",48.128,fully_connected_140_linked_:_relu_141,46.596,fully_connected_140_linked_:_relu_141,61.7856,fully_connected_140_linked_:_relu_141,124.609,fully_connected_140_linked_:_relu_141,28.313,fully_connected_140_linked_:_relu_141,18.582,fully_connected_140_linked_:_relu_141
mnasnet_a1,CONV_2D,"{'Input_shape': '1', 'Input_channel': 40, 'Output_shape': '1', 'Stride': '1', 'Kernel': '1', 'Filter': '960', 'Group': '1', 'FLOPS': '76800'}",8.6656,fully_connected_142_linked_:_sigmoid_143,19.787,fully_connected_142_linked_:_sigmoid_143,18.6624,fully_connected_142_linked_:_sigmoid_143,87.09,fully_connected_142_linked_:_sigmoid_143,10.547,fully_connected_142_linked_:_sigmoid_143,6.606,fully_connected_142_linked_:_sigmoid_143
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '160', 'Group': '1', 'FLOPS': '15052800'}",213.056,convolution_2d_145_linked_:_add_146,186.689,convolution_2d_145_linked_:_add_146,331.4048,convolution_2d_145_linked_:_add_146,625.5,convolution_2d_145_linked_:_add_146,99.922,convolution_2d_145_linked_:_add_146,68.875,convolution_2d_145_linked_:_add_146
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 160, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '960', 'Group': '1', 'FLOPS': '15052800'}",67.1744,convolution_2d_147_linked_:_relu_148,85.7,convolution_2d_147_linked_:_relu_148,237.2864,convolution_2d_147_linked_:_relu_148,648.656,convolution_2d_147_linked_:_relu_148,87.981,convolution_2d_147_linked_:_relu_148,35.985,convolution_2d_147_linked_:_relu_148
mnasnet_a1,DEPTHWISE_CONV_2D,"{'Input_shape': '9', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '846720'}",24.5376,depthwise_convolution_150_linked_:_relu_151,28.286,depthwise_convolution_150_linked_:_relu_151,81.216,depthwise_convolution_150_linked_:_relu_151,246.918,depthwise_convolution_150_linked_:_relu_151,52.035,depthwise_convolution_150_linked_:_relu_151,15.59,depthwise_convolution_150_linked_:_relu_151
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 960, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '320', 'Group': '1', 'FLOPS': '30105600'}",279.8848,convolution_2d_152,297.303,convolution_2d_152,535.9744,convolution_2d_152,1373.027,convolution_2d_152,167.664,convolution_2d_152,116.535,convolution_2d_152
mnasnet_a1,CONV_2D,"{'Input_shape': '7', 'Input_channel': 320, 'Output_shape': '7', 'Stride': '1', 'Kernel': '1', 'Filter': '1280', 'Group': '1', 'FLOPS': '40140800'}",248.1152,convolution_2d_153_linked_:_relu_154,253.899,convolution_2d_153_linked_:_relu_154,652.3904,convolution_2d_153_linked_:_relu_154,1591.375,convolution_2d_153_linked_:_relu_154,184.781,convolution_2d_153_linked_:_relu_154,91.738,convolution_2d_153_linked_:_relu_154
mnasnet_a1,MEAN,"{'Input_shape': '7', 'Input_channel': 1280, 'Output_shape': '1280', 'Stride': '-', 'Kernel': '0', 'Filter': '-', 'Group': '-', 'FLOPS': '62720'}",24.8576,mean_155,23.613,mean_155,54.5664,mean_155,99.484,mean_155,16.668,mean_155,12.902,mean_155
mnasnet_a1,FULLY_CONNECTED,"{'Input_shape': '-', 'Input_channel': 1280, 'Output_shape': '-', 'Stride': '-', 'Kernel': '-', 'Filter': '1000', 'Group': '-', 'FLOPS': '2560000'}",102.272,fully_connected_156,279.355,fully_connected_156,298.6624,fully_connected_156,644.844,fully_connected_156,112.129,fully_connected_156,53.879,fully_connected_156
mobilenet_w1,CONV_2D,"{'Input_shape': '224', 'Input_channel': 3, 'Output_shape': '112', 'Stride': '2', 'Kernel': '3', 'Filter': '32', 'Group': '1', 'FLOPS': '21676032'}",55.4112,convolution_2d_0_linked_:_relu_1,119.363,convolution_2d_0_linked_:_relu_1,161.6384,convolution_2d_0_linked_:_relu_1,1166.879,convolution_2d_0_linked_:_relu_1,162.023,convolution_2d_0_linked_:_relu_1,61.731,convolution_2d_0_linked_:_relu_1
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '114', 'Input_channel': 32, 'Output_shape': '112', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '7225344'}",126.5792,depthwise_convolution_3_linked_:_relu_4,81.209,depthwise_convolution_3_linked_:_relu_4,384.2176,depthwise_convolution_3_linked_:_relu_4,947.972,depthwise_convolution_3_linked_:_relu_4,93.887,depthwise_convolution_3_linked_:_relu_4,50.051,depthwise_convolution_3_linked_:_relu_4
mobilenet_w1,CONV_2D,"{'Input_shape': '112', 'Input_channel': 32, 'Output_shape': '112', 'Stride': '1', 'Kernel': '1', 'Filter': '64', 'Group': '1', 'FLOPS': '51380224'}",184.3584,convolution_2d_5_linked_:_relu_6,185.605,convolution_2d_5_linked_:_relu_6,670.9376,convolution_2d_5_linked_:_relu_6,2136.898,convolution_2d_5_linked_:_relu_6,227.308,convolution_2d_5_linked_:_relu_6,101.226,convolution_2d_5_linked_:_relu_6
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '114', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '3612672'}",117.1456,depthwise_convolution_8_linked_:_relu_9,102.375,depthwise_convolution_8_linked_:_relu_9,366.5664,depthwise_convolution_8_linked_:_relu_9,1081.602,depthwise_convolution_8_linked_:_relu_9,78.637,depthwise_convolution_8_linked_:_relu_9,46.449,depthwise_convolution_8_linked_:_relu_9
mobilenet_w1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 64, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '51380224'}",161.1136,convolution_2d_10_linked_:_relu_11,185.37,convolution_2d_10_linked_:_relu_11,611.712,convolution_2d_10_linked_:_relu_11,1799.781,convolution_2d_10_linked_:_relu_11,210.457,convolution_2d_10_linked_:_relu_11,95.535,convolution_2d_10_linked_:_relu_11
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '58', 'Input_channel': 128, 'Output_shape': '56', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '7225344'}",131.2,depthwise_convolution_13_linked_:_relu_14,98.231,depthwise_convolution_13_linked_:_relu_14,456.896,depthwise_convolution_13_linked_:_relu_14,985.418,depthwise_convolution_13_linked_:_relu_14,113.133,depthwise_convolution_13_linked_:_relu_14,53.762,depthwise_convolution_13_linked_:_relu_14
mobilenet_w1,CONV_2D,"{'Input_shape': '56', 'Input_channel': 128, 'Output_shape': '56', 'Stride': '1', 'Kernel': '1', 'Filter': '128', 'Group': '1', 'FLOPS': '102760448'}",299.6096,convolution_2d_15_linked_:_relu_16,350.73,convolution_2d_15_linked_:_relu_16,1165.0048,convolution_2d_15_linked_:_relu_16,3232.804,convolution_2d_15_linked_:_relu_16,399.785,convolution_2d_15_linked_:_relu_16,176.105,convolution_2d_15_linked_:_relu_16
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '58', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1806336'}",63.2704,depthwise_convolution_18_linked_:_relu_19,48.03,depthwise_convolution_18_linked_:_relu_19,221.7984,depthwise_convolution_18_linked_:_relu_19,594.242,depthwise_convolution_18_linked_:_relu_19,55.168,depthwise_convolution_18_linked_:_relu_19,30.121,depthwise_convolution_18_linked_:_relu_19
mobilenet_w1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 128, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '51380224'}",175.0784,convolution_2d_20_linked_:_relu_21,185.374,convolution_2d_20_linked_:_relu_21,601.4592,convolution_2d_20_linked_:_relu_21,1777.164,convolution_2d_20_linked_:_relu_21,225.391,convolution_2d_20_linked_:_relu_21,89.672,convolution_2d_20_linked_:_relu_21
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '30', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '3612672'}",70.1696,depthwise_convolution_23_linked_:_relu_24,58.379,depthwise_convolution_23_linked_:_relu_24,266.7136,depthwise_convolution_23_linked_:_relu_24,590.07,depthwise_convolution_23_linked_:_relu_24,76.457,depthwise_convolution_23_linked_:_relu_24,29.465,depthwise_convolution_23_linked_:_relu_24
mobilenet_w1,CONV_2D,"{'Input_shape': '28', 'Input_channel': 256, 'Output_shape': '28', 'Stride': '1', 'Kernel': '1', 'Filter': '256', 'Group': '1', 'FLOPS': '102760448'}",332.1728,convolution_2d_25_linked_:_relu_26,352.572,convolution_2d_25_linked_:_relu_26,1163.8656,convolution_2d_25_linked_:_relu_26,3249.664,convolution_2d_25_linked_:_relu_26,423.316,convolution_2d_25_linked_:_relu_26,164.527,convolution_2d_25_linked_:_relu_26
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '30', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '2', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '903168'}",39.0656,depthwise_convolution_28_linked_:_relu_29,34.673,depthwise_convolution_28_linked_:_relu_29,137.1392,depthwise_convolution_28_linked_:_relu_29,423.602,depthwise_convolution_28_linked_:_relu_29,38.34,depthwise_convolution_28_linked_:_relu_29,19.016,depthwise_convolution_28_linked_:_relu_29
mobilenet_w1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 256, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '51380224'}",205.12,convolution_2d_30_linked_:_relu_31,205.308,convolution_2d_30_linked_:_relu_31,632.96,convolution_2d_30_linked_:_relu_31,2018.086,convolution_2d_30_linked_:_relu_31,215.77,convolution_2d_30_linked_:_relu_31,88.875,convolution_2d_30_linked_:_relu_31
mobilenet_w1,DEPTHWISE_CONV_2D,"{'Input_shape': '16', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '1', 'Kernel': '3', 'Filter': '1', 'Group': '1', 'FLOPS': '1806336'}",38.9376,depthwise_convolution_33_linked_:_relu_34,34.347,depthwise_convolution_33_linked_:_relu_34,130.0096,depthwise_convolution_33_linked_:_relu_34,313.961,depthwise_convolution_33_linked_:_relu_34,49.535,depthwise_convolution_33_linked_:_relu_34,20.383,depthwise_convolution_33_linked_:_relu_34
mobilenet_w1,CONV_2D,"{'Input_shape': '14', 'Input_channel': 512, 'Output_shape': '14', 'Stride': '1', 'Kernel': '1', 'Filter': '512', 'Group': '1', 'FLOPS': '102760448'}",389.3504,convolution_2d_35_linked_:_relu_36,398.285,convolution_2d_35_linked_:_relu_36,1238.6432,convolution_2d_35_linked_:_relu_36,3871.508,convolution_2d_35_linked_:_relu_36,397.879,convolution_2d_35_linked_:_relu_36,167.176,convolution_2d_35_linked_:_relu_36
