model,FLOPS,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,pixel4|gpu|float|mean,pixel4|gpu|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,s10|gpu|float|mean,s10|gpu|float|std,mi8se|1large|float|mean,mi8se|1large|float|std,mi8se|2large|float|mean,mi8se|2large|float|std,mi8se|1small|float|mean,mi8se|1small|float|std,mi8se|2small|float|mean,mi8se|2small|float|std,mi8se|3small|float|mean,mi8se|3small|float|std,mi8se|4small|float|mean,mi8se|4small|float|std,mi8se|5small|float|mean,mi8se|5small|float|std,mi8se|6small|float|mean,mi8se|6small|float|std,mi8se|gpu|float|mean,mi8se|gpu|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,a03s|gpu|float|mean,a03s|gpu|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphone7|gpu|float|mean,iphone7|gpu|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,iphonexs|gpu|float|mean,iphonexs|gpu|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,mi8se|1large|quant|mean,mi8se|1large|quant|std,mi8se|2large|quant|mean,mi8se|2large|quant|std,mi8se|1small|quant|mean,mi8se|1small|quant|std,mi8se|2small|quant|mean,mi8se|2small|quant|std,mi8se|3small|quant|mean,mi8se|3small|quant|std,mi8se|4small|quant|mean,mi8se|4small|quant|std,mi8se|5small|quant|mean,mi8se|5small|quant|std,mi8se|6small|quant|mean,mi8se|6small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
preresnetbc14b,2939493352,40254992,94265.4,201.0,108502.0,116.0,60661.1,149.0,46405.4,253.0,56289.1,83.0,407690.0,2932.0,200971.0,1470.0,145331.0,586.0,121114.0,11068.0,14117.0,487.0,78840.1,724.0,50148.8,777.0,208244.0,121.0,112617.0,279.0,55326.7,942.0,476367.0,14320.0,257374.0,8846.0,190178.0,10091.0,198189.0,12836.0,19803.4,981.0,223525.0,375.0,123764.0,450.0,538827.0,3126.0,276199.0,2276.0,196473.0,1987.0,155061.0,2635.0,131840.0,1532.0,127918.0,9090.0,42590.4,88.0,568900.0,526.0,352622.0,466.0,255532.0,1070.0,215653.0,1355.0,649599.0,220.0,397995.0,781.0,291250.0,1247.0,288590.0,50553.0,105588.0,556.0,76160.9,1152,43984.5,981,14359.0,214,62120.6,145,39816.6,1575,318128.0,4341,166219.0,1844,117598.0,1447,95955.5,3406,6311.82,73,33488.9,37.0,40185.0,147.0,25413.4,103.0,21064.4,93.0,22729.9,36.0,129462.0,448.0,81271.8,714.0,64316.4,445.0,56121.3,353.0,31614.9,100.0,21583.7,286.0,111439.0,80.0,63895.2,167.0,26421.8,1467.0,142046.0,724.0,86224.4,2006.0,69963.9,2375.0,70316.0,6367.0,138765.0,897.0,77222.8,395.0,389973.0,1428.0,217683.0,2275.0,160286.0,1723.0,128383.0,1363.0,112054.0,1057.0,107159.0,7954.0,292497.0,176.0,167176.0,525.0,124225.0,328.0,101634.0,373.0,366045.0,433.0,206594.0,203.0,152854.0,342.0,125250.0,501.0,60209.6,1140,35718.8,503,48910.3,179,28492.9,78,233795.0,1373,129252.0,1538,95758.8,1745,78737.2,615
preresnetbc26b,4686420968,63980840,151026.0,174.0,174055.0,82.0,96579.0,123.0,74009.4,121.0,90582.9,187.0,644601.0,5848.0,313375.0,1770.0,225169.0,705.0,187842.0,13431.0,22845.5,260.0,127145.0,1021.0,80075.9,503.0,328996.0,141.0,178066.0,1351.0,88195.8,1250.0,762488.0,42657.0,407129.0,8528.0,285263.0,10182.0,298725.0,20397.0,28514.0,1596.0,353211.0,939.0,195007.0,630.0,860869.0,6280.0,435868.0,3360.0,301543.0,3208.0,240261.0,2234.0,206181.0,1664.0,193550.0,4903.0,66185.3,180.0,919223.0,1179.0,577205.0,913.0,418551.0,1800.0,348870.0,1350.0,1037880.0,2694.0,644880.0,917.0,467359.0,1376.0,387862.0,3064.0,161489.0,436.0,120993.0,1469,69778.0,1206,22152.5,175,98455.7,173,64337.5,2250,514485.0,3909,266624.0,2319,185899.0,1582,151973.0,3883,9109.85,137,52729.4,50.0,62820.2,211.0,40341.0,188.0,33123.6,200.0,38561.4,173.0,202056.0,1123.0,126245.0,479.0,100445.0,2594.0,87242.0,541.0,49405.1,142.0,34712.6,163.0,177021.0,135.0,101447.0,244.0,43579.1,4077.0,226436.0,6374.0,133605.0,3814.0,107864.0,2455.0,127618.0,6245.0,217757.0,514.0,122152.0,529.0,614275.0,4868.0,338124.0,1967.0,249090.0,1215.0,199276.0,1758.0,173732.0,2251.0,162403.0,3085.0,462125.0,573.0,260775.0,341.0,192302.0,354.0,158166.0,429.0,575786.0,351.0,323197.0,438.0,237268.0,314.0,194881.0,488.0,93339.5,174,55666.1,704,76586.4,175,44609.7,98,370006.0,1788,204288.0,973,151116.0,1043,126754.0,2825
proxylessnas_cpu,878558896,17437680,40460.2,90.0,46980.0,261.0,26617.1,48.0,20218.8,54.0,24950.4,128.0,208339.0,2179.0,105636.0,1204.0,76786.1,949.0,58999.7,1373.0,9395.25,302.0,35013.0,441.0,23329.8,144.0,95618.9,131.0,52345.0,65.0,31816.4,958.0,277772.0,15948.0,138694.0,585.0,114897.0,6163.0,104657.0,11625.0,12525.4,1414.0,104902.0,357.0,59358.3,213.0,268519.0,1625.0,142449.0,1293.0,102426.0,1108.0,80244.5,502.0,70599.2,361.0,69591.6,2488.0,24637.9,116.0,293219.0,689.0,186260.0,955.0,140920.0,1165.0,118157.0,651.0,337441.0,345.0,207347.0,1723.0,154585.0,779.0,131623.0,762.0,53498.8,346.0,34261.7,937,20037.4,776,8440.69,346,26754.5,81,17449.5,949,131307.0,813,71115.1,462,52127.6,1676,44858.3,4294,3776.59,38,24143.2,49.0,29138.5,72.0,20320.6,78.0,17312.0,95.0,19574.5,44.0,99315.6,678.0,68137.0,605.0,58169.8,408.0,58632.6,12153.0,20937.3,53.0,15559.8,98.0,58597.1,67.0,37168.7,112.0,21338.4,1136.0,105596.0,576.0,68166.0,1802.0,60030.5,3147.0,60240.8,6560.0,78110.3,306.0,47258.5,172.0,199688.0,1091.0,120032.0,1460.0,97161.5,1171.0,79956.2,1201.0,74811.9,1435.0,76017.0,1690.0,154650.0,178.0,99120.0,463.0,77417.2,635.0,63832.1,208.0,191792.0,221.0,120092.0,1181.0,92979.5,184.0,78929.6,708.0,33393.3,883,21372.8,819,24577.4,170,15531.1,102,114192.0,703,66842.4,369,52618.1,1455,46068.4,3259
proxylessnas_gpu,930605992,28431492,46507.2,2266.0,51015.8,782.0,28030.1,49.0,22248.3,1008.0,28154.7,1033.0,218206.0,3033.0,115780.0,2211.0,81738.7,1092.0,62984.5,1323.0,9079.3,372.0,37194.6,618.0,24649.1,138.0,100624.0,261.0,55422.2,78.0,33368.3,968.0,289346.0,12103.0,145733.0,1020.0,99088.1,1534.0,107221.0,8971.0,14000.9,1210.0,109673.0,234.0,62058.2,251.0,271961.0,2150.0,146067.0,1599.0,101852.0,1041.0,79040.8,935.0,67553.6,549.0,67076.4,1206.0,22462.8,133.0,302307.0,195.0,188665.0,509.0,140783.0,586.0,115954.0,556.0,347002.0,1224.0,210348.0,1352.0,157099.0,709.0,130782.0,1684.0,57604.9,553.0,36224.6,861,20958.5,879,8177.45,246,28592.1,137,18751.6,1026,140151.0,1582,75457.4,1262,54634.4,1347,44024.7,1468,4194.95,128,23972.2,37.0,28828.0,49.0,18920.7,31.0,15955.9,33.0,17062.5,42.0,108209.0,523.0,69487.3,468.0,57161.2,391.0,48896.9,399.0,20659.5,77.0,15619.8,493.0,59305.2,49.0,35982.3,554.0,19134.9,353.0,118166.0,581.0,75212.9,455.0,60267.1,1852.0,63399.2,5010.0,73620.3,533.0,43685.0,105.0,201981.0,1426.0,118386.0,841.0,94797.9,1642.0,75394.8,732.0,70463.2,811.0,73773.1,2180.0,157831.0,193.0,97955.5,348.0,76156.7,462.0,61897.0,154.0,196670.0,181.0,119830.0,823.0,92570.7,410.0,76498.9,305.0,30302.5,395,18436.1,277,22966.0,120,13897.4,233,109167.0,1207,62381.6,1677,47265.0,459,40479.4,4829
proxylessnas_mobile,640918888,16316352,31217.4,46.0,36814.2,326.0,20606.2,55.0,15618.7,41.0,19537.6,101.0,171757.0,1084.0,92948.6,712.0,67874.6,893.0,51825.2,1050.0,6744.99,135.0,27825.2,529.0,18562.8,108.0,75035.7,149.0,41543.0,150.0,26729.3,1088.0,226633.0,10921.0,115551.0,2478.0,85765.0,2581.0,79624.2,3410.0,11449.7,1307.0,82531.1,264.0,47288.1,231.0,216805.0,2433.0,117564.0,1376.0,84681.1,1267.0,65258.9,988.0,57635.1,784.0,60414.7,12041.0,17043.3,110.0,226401.0,210.0,146784.0,1752.0,112261.0,873.0,91333.1,421.0,265193.0,241.0,161611.0,2110.0,122996.0,1409.0,103674.0,684.0,55362.5,13548.0,27364.0,889,16281.4,3428,7769.45,265,21593.1,75,14282.9,834,103015.0,1221,56714.1,824,41569.4,322,35570.7,1794,3790.18,37,21144.6,29.0,25226.5,42.0,16900.2,36.0,14184.6,35.0,15248.0,25.0,95565.7,1534.0,61302.8,223.0,50803.3,352.0,43845.6,873.0,17660.6,46.0,12794.9,59.0,47665.8,51.0,29542.4,65.0,18202.7,701.0,96682.3,264.0,61870.6,217.0,53818.3,1742.0,51127.4,5181.0,59567.5,202.0,36422.1,279.0,164023.0,1769.0,96796.3,749.0,77160.3,471.0,62462.4,593.0,60191.4,3667.0,62704.8,3717.0,126887.0,156.0,82318.6,531.0,63732.0,307.0,51887.2,235.0,157926.0,287.0,99761.6,1492.0,77775.4,4043.0,64526.1,764.0,24531.6,819,15226.4,653,18384.7,101,11283.1,44,87188.9,945,50632.3,1503,39127.1,630,34167.5,4682
proxylessnas_mobile14,1161855624,27398072,52911.0,57.0,61977.3,386.0,34108.3,52.0,25657.5,68.0,32267.8,63.0,273421.0,1769.0,143946.0,563.0,101181.0,833.0,78589.1,2316.0,10456.1,249.0,46008.2,771.0,29939.3,149.0,124116.0,194.0,67902.5,255.0,40451.9,1005.0,346207.0,10894.0,175562.0,3908.0,122766.0,2040.0,140705.0,16242.0,15029.3,1140.0,136074.0,323.0,76586.4,322.0,341303.0,3224.0,181274.0,1076.0,129538.0,1924.0,99954.5,691.0,85016.8,654.0,84613.2,2438.0,27037.9,164.0,372973.0,227.0,230110.0,1440.0,172464.0,897.0,142149.0,527.0,432743.0,223.0,260084.0,1651.0,192898.0,753.0,160470.0,1071.0,74472.4,398.0,45045.3,924,25790.0,1058,10321.0,312,35584.1,157,23274.3,1039,173944.0,1045,92729.5,778,67726.1,1776,55554.3,3203,5090.61,47,31067.5,29.0,37169.4,64.0,24333.5,46.0,20341.0,38.0,23170.6,24.0,139479.0,592.0,88116.7,775.0,72199.1,316.0,62225.5,213.0,26536.6,78.0,20111.9,84.0,74841.6,93.0,45086.9,52.0,25285.6,1492.0,147100.0,987.0,92222.6,683.0,79254.0,4593.0,75729.9,5407.0,93981.4,481.0,55335.6,155.0,259985.0,1395.0,151219.0,1554.0,120425.0,1679.0,95564.3,1064.0,88369.8,740.0,93003.8,2435.0,200498.0,456.0,123821.0,590.0,94888.1,919.0,77613.1,793.0,250199.0,206.0,151061.0,1717.0,116162.0,558.0,96421.9,658.0,39041.9,436,24408.1,4779,29767.8,186,17856.7,264,140128.0,1178,79694.2,1661,60999.9,1083,51271.8,2004
regnetx002,398098776,10684516,38290.8,69.0,46338.8,113.0,39740.8,266.0,37669.4,176.0,39351.8,190.0,241787.0,1557.0,217553.0,778.0,209823.0,1973.0,206425.0,920.0,3998.59,90.0,33346.5,523.0,32491.7,260.0,67309.3,174.0,55062.9,265.0,34631.3,4087.0,252948.0,812.0,222852.0,618.0,221353.0,4071.0,274572.0,10841.0,7898.39,1144.0,71161.4,510.0,58533.3,298.0,294789.0,3260.0,264605.0,1893.0,259307.0,5032.0,274338.0,13103.0,299033.0,16270.0,304998.0,17651.0,9608.94,170.0,226722.0,262.0,196040.0,403.0,184388.0,280.0,178923.0,247.0,275558.0,330.0,239243.0,366.0,226218.0,329.0,219558.0,592.0,23965.6,401.0,38005.3,573,36173.4,1141,4068.11,246,29360.0,111,27045.1,78,118065.0,531,101063.0,1050,95052.9,460,95009.2,2628,2122.77,126,31809.1,318.0,38119.7,111.0,35195.4,140.0,34580.2,105.0,30049.2,62.0,136688.0,376.0,130212.0,618.0,128176.0,337.0,126457.0,532.0,26169.4,337.0,26097.2,141.0,68081.4,52.0,63591.2,197.0,28289.8,1562.0,128411.0,533.0,121866.0,976.0,124809.0,2429.0,137771.0,10621.0,77760.3,206.0,69597.4,470.0,182992.0,1574.0,158502.0,1131.0,152635.0,1804.0,163511.0,7241.0,170898.0,7869.0,171975.0,8806.0,142368.0,185.0,125037.0,147.0,119306.0,214.0,116183.0,123.0,180351.0,129.0,157949.0,232.0,150999.0,168.0,147202.0,1096.0,36713.9,925,34407.8,266,27387.9,206,25444.2,102,109090.0,1084,94042.7,1185,89477.4,1217,86952.2,1134
regnetx004,795374952,20530652,96086.7,69.0,117790.0,1110.0,106411.0,477.0,102176.0,600.0,88747.0,63.0,626712.0,1962.0,590160.0,2691.0,580266.0,6202.0,574661.0,17927.0,6903.8,119.0,91395.5,1364.0,94337.0,485.0,174485.0,134.0,155147.0,229.0,99334.7,5368.0,637845.0,2998.0,583637.0,1712.0,579849.0,11936.0,740422.0,25597.0,10881.8,1256.0,187202.0,453.0,162313.0,407.0,736700.0,5075.0,675411.0,4486.0,668014.0,4626.0,696607.0,11247.0,733139.0,12167.0,742485.0,16471.0,15816.2,114.0,577630.0,276.0,526768.0,861.0,507718.0,257.0,499177.0,353.0,716203.0,183.0,654977.0,411.0,633024.0,335.0,623755.0,1250.0,45530.5,2452.0,114131.0,1733,111977.0,1643,6792.24,170,83132.6,247,79642.2,232,314629.0,1547,284300.0,791,274674.0,1847,272358.0,2642,3282.29,114,77827.0,265.0,93345.6,81.0,89108.6,308.0,87975.8,138.0,75517.0,134.0,322109.0,781.0,311074.0,885.0,308951.0,1448.0,306873.0,2047.0,64686.4,75.0,65821.1,1061.0,162300.0,114.0,154482.0,168.0,75994.6,2670.0,305820.0,877.0,294993.0,5441.0,297997.0,3154.0,332593.0,15125.0,180584.0,129.0,167694.0,228.0,396737.0,491.0,362244.0,2678.0,355085.0,2532.0,377312.0,10227.0,410622.0,13765.0,418987.0,8028.0,310956.0,165.0,284728.0,820.0,274514.0,106.0,269728.0,147.0,395073.0,266.0,361102.0,1260.0,348552.0,235.0,348535.0,18765.0,94475.3,682,92665.5,1702,70777.7,257,67845.7,234,275434.0,2632,252272.0,1768,243933.0,1631,258727.0,27348
regnetx006,1201807096,24687380,160141.0,78.0,194937.0,376.0,182414.0,369.0,177107.0,1348.0,150486.0,205.0,1084560.0,2325.0,1031770.0,3450.0,1018290.0,7989.0,1008870.0,10334.0,8265.79,170.0,156425.0,1562.0,162773.0,197.0,291020.0,264.0,262579.0,258.0,168751.0,3967.0,1083530.0,2966.0,1013370.0,1931.0,1002730.0,5460.0,1203340.0,28057.0,11846.2,1204.0,313518.0,648.0,281587.0,496.0,1197710.0,3555.0,1127190.0,2652.0,1102920.0,4879.0,1125040.0,7156.0,1145550.0,14459.0,1158770.0,16733.0,22539.1,114.0,954230.0,115.0,884255.0,505.0,856572.0,309.0,844329.0,370.0,1190020.0,280.0,1102660.0,158.0,1071950.0,511.0,1102440.0,63869.0,61486.4,2444.0,213921.0,4211,207668.0,2489,8946.11,248,159606.0,168,153403.0,131,539199.0,2690,496398.0,1559,482563.0,1941,477265.0,3155,3813.41,99,127167.0,387.0,151773.0,82.0,147283.0,482.0,145652.0,276.0,125355.0,244.0,512892.0,966.0,496286.0,1185.0,494442.0,3857.0,498257.0,19390.0,105810.0,1272.0,106637.0,836.0,276607.0,1346.0,257217.0,1060.0,117189.0,2440.0,490585.0,2089.0,471854.0,1423.0,472816.0,3125.0,503460.0,10046.0,302334.0,791.0,284677.0,1493.0,629219.0,3087.0,577485.0,4364.0,563659.0,2406.0,582420.0,8092.0,602952.0,9757.0,608196.0,8811.0,526830.0,185.0,487382.0,1178.0,473503.0,238.0,467050.0,230.0,670648.0,317.0,619728.0,589.0,603291.0,285.0,594984.0,92.0,156158.0,613,151766.0,1372,115745.0,295,110780.0,244,444010.0,1955,409398.0,1554,399400.0,1815,392835.0,2453
regnetx008,1599433352,28926676,167012.0,51.0,202961.0,833.0,180923.0,838.0,171288.0,1471.0,151875.0,180.0,1101200.0,3724.0,1025670.0,5193.0,998917.0,7480.0,997131.0,11865.0,8541.65,205.0,158002.0,1363.0,158772.0,768.0,309026.0,251.0,268092.0,143.0,176221.0,2430.0,1119350.0,3043.0,1008910.0,3069.0,991277.0,6530.0,1208130.0,40706.0,12269.5,1691.0,329450.0,950.0,283434.0,632.0,1270810.0,5183.0,1166590.0,9781.0,1134800.0,5644.0,1153470.0,14419.0,1166180.0,14695.0,1181660.0,12010.0,24874.3,171.0,1000270.0,653.0,900375.0,708.0,863270.0,481.0,842416.0,794.0,1240440.0,323.0,1120320.0,481.0,1073940.0,660.0,1053950.0,1626.0,68015.5,305.0,195616.0,1830,185531.0,1640,10396.0,195,144163.0,135,133934.0,282,548955.0,2036,487092.0,1087,466357.0,2250,458680.0,4328,4282.36,128,132112.0,409.0,156232.0,366.0,149798.0,175.0,148241.0,354.0,128192.0,356.0,541917.0,1339.0,520834.0,1666.0,512078.0,658.0,514286.0,12206.0,110079.0,939.0,109622.0,1203.0,279238.0,176.0,259208.0,247.0,122020.0,4898.0,521201.0,1573.0,497833.0,664.0,495396.0,2449.0,532730.0,8547.0,310333.0,162.0,282045.0,334.0,698059.0,1898.0,620437.0,3147.0,599896.0,5956.0,617879.0,10144.0,632402.0,12177.0,656372.0,9175.0,541395.0,1413.0,482189.0,283.0,462736.0,174.0,452926.0,251.0,688282.0,312.0,613650.0,1333.0,588232.0,386.0,577702.0,3095.0,162454.0,1015,157191.0,6226,121749.0,470,114334.0,406,471716.0,1565,422343.0,1002,406528.0,1081,399435.0,2646
regnetx016,3205745272,36629524,393115.0,798.0,472785.0,773.0,433769.0,3052.0,421565.0,366.0,433429.0,983.0,2606370.0,6021.0,2471820.0,9291.0,2424580.0,5952.0,2415410.0,19776.0,16587.6,172.0,387115.0,2153.0,381056.0,2731.0,706401.0,324.0,629193.0,271.0,398531.0,4408.0,2573190.0,3724.0,2405540.0,3751.0,2383430.0,12988.0,2759160.0,30992.0,21586.2,1559.0,749039.0,771.0,665878.0,1291.0,2837600.0,7649.0,2661350.0,4435.0,2614220.0,6498.0,2607080.0,8740.0,2627090.0,14165.0,2621260.0,17907.0,52800.6,150.0,2295500.0,1411.0,2108390.0,1231.0,2040710.0,1986.0,2010160.0,2502.0,2860330.0,1132.0,2636310.0,790.0,2556330.0,1685.0,2520080.0,1173.0,130017.0,423.0,510673.0,2418,493702.0,4348,17866.3,115,384840.0,155,365527.0,407,1308080.0,4786,1195630.0,4150,1157550.0,4558,1144530.0,5546,7549.75,74,303765.0,548.0,358882.0,772.0,350592.0,681.0,345980.0,709.0,349780.0,416.0,1213560.0,3657.0,1181110.0,3669.0,1168330.0,7543.0,1172180.0,12116.0,255798.0,2039.0,256269.0,943.0,650336.0,2458.0,613412.0,670.0,270513.0,3685.0,1163880.0,1278.0,1124720.0,2586.0,1125910.0,4407.0,1163710.0,6909.0,716340.0,2649.0,665114.0,922.0,1514760.0,3111.0,1378880.0,5042.0,1338560.0,4420.0,1343830.0,12718.0,1370090.0,13140.0,1374680.0,12766.0,1271920.0,346.0,1166090.0,268.0,1133480.0,350.0,1114870.0,296.0,1623440.0,600.0,1487970.0,398.0,1441030.0,671.0,1424030.0,6582.0,375087.0,1892,359567.0,3397,278162.0,391,262342.0,451,1068760.0,1858,977992.0,1008,950092.0,1690,935426.0,2208
regnety002,399780308,12604732,39075.5,70.0,47464.6,106.0,40835.2,102.0,38739.5,78.0,34586.4,85.0,245830.0,1192.0,223784.0,829.0,216275.0,1625.0,211531.0,845.0,4807.53,103.0,33711.6,82.0,33626.5,267.0,68384.2,94.0,56574.0,244.0,36472.4,4109.0,262297.0,844.0,233164.0,962.0,228730.0,5743.0,282123.0,6304.0,8192.77,922.0,72600.4,307.0,59784.2,322.0,304833.0,2249.0,277664.0,4413.0,265907.0,4039.0,282172.0,7980.0,298077.0,9295.0,305693.0,13308.0,10384.0,115.0,232200.0,218.0,203172.0,448.0,191486.0,252.0,185159.0,281.0,282066.0,202.0,245858.0,473.0,232843.0,226.0,226806.0,459.0,28666.8,1079.0,39150.5,692,37016.2,975,4924.58,323,29950.9,59,27586.0,78,120217.0,544,103312.0,427,97665.0,987,96935.3,2060,2589.73,108,32547.8,440.0,39197.6,162.0,36411.8,269.0,35547.6,122.0,30910.8,75.0,141362.0,801.0,135623.0,704.0,133057.0,596.0,132384.0,1305.0,26779.9,251.0,26172.0,497.0,69501.2,175.0,66510.7,639.0,29415.6,1637.0,132051.0,405.0,128106.0,1830.0,129870.0,2131.0,139746.0,10382.0,79436.1,111.0,72276.2,412.0,185867.0,785.0,164779.0,1766.0,160814.0,3506.0,162899.0,6455.0,170524.0,5256.0,175684.0,16392.0,144964.0,123.0,128944.0,270.0,123318.0,207.0,120289.0,171.0,183522.0,214.0,162758.0,235.0,155493.0,169.0,152958.0,3345.0,37060.6,202,36296.8,970,27965.3,118,25957.2,125,111652.0,971,96116.8,667,91377.2,701,91266.0,4102
regnety004,805251672,17311308,78153.9,50.0,96192.3,1148.0,83376.4,774.0,79444.6,460.0,82158.6,679.0,507296.0,2368.0,467029.0,1817.0,453466.0,3324.0,452587.0,12246.0,6719.71,67.0,68707.6,559.0,67623.6,156.0,137416.0,141.0,115442.0,240.0,79492.2,5506.0,533707.0,2264.0,474171.0,578.0,466720.0,2673.0,576360.0,20986.0,11028.3,836.0,153224.0,1418.0,138469.0,36585.0,618096.0,5142.0,565489.0,4040.0,542598.0,4007.0,565600.0,8506.0,583527.0,6203.0,601381.0,14743.0,17027.9,147.0,467143.0,327.0,412185.0,360.0,389975.0,367.0,379207.0,288.0,570360.0,494.0,503058.0,557.0,477560.0,826.0,466424.0,659.0,48269.7,1218.0,79629.5,2191,74273.4,1275,7934.23,521,61797.7,125,56932.7,111,243640.0,679,211257.0,884,201116.0,1786,197013.0,1682,3747.66,67,66783.6,647.0,79627.5,221.0,75656.3,336.0,74241.9,224.0,64682.8,406.0,288930.0,707.0,276995.0,588.0,275971.0,9131.0,278289.0,22145.0,54661.6,93.0,57597.3,627.0,142782.0,163.0,135406.0,426.0,69496.0,4738.0,270792.0,909.0,260346.0,885.0,264587.0,6264.0,280773.0,16838.0,161416.0,239.0,146515.0,413.0,378703.0,1267.0,337367.0,4192.0,329783.0,4950.0,341774.0,8555.0,355587.0,10711.0,405308.0,13339.0,292166.0,171.0,260740.0,710.0,250336.0,159.0,244420.0,236.0,370282.0,319.0,330111.0,283.0,318483.0,4786.0,310441.0,3499.0,75216.4,528,72377.9,534,56918.1,191,53176.6,172,226526.0,1115,197662.0,1095,189063.0,2103,184384.0,2699
regnety006,1204247096,24140736,137093.0,126.0,167181.0,812.0,152112.0,918.0,147263.0,787.0,126739.0,182.0,911685.0,2428.0,859321.0,3939.0,835289.0,4260.0,833593.0,14836.0,8136.91,236.0,130914.0,1147.0,136950.0,3457.0,250198.0,221.0,221368.0,213.0,148641.0,5974.0,927127.0,1991.0,847013.0,2718.0,836139.0,5088.0,1045760.0,16315.0,12272.7,904.0,269413.0,1309.0,233997.0,1550.0,1055840.0,4549.0,976868.0,3268.0,950950.0,6845.0,968044.0,7869.0,1000810.0,14040.0,1005300.0,15721.0,23170.0,114.0,830466.0,495.0,756755.0,485.0,728678.0,534.0,716254.0,509.0,1030350.0,231.0,940447.0,375.0,909003.0,443.0,893587.0,5359.0,61346.2,2093.0,164803.0,3063,155338.0,2075,9038.15,211,119247.0,112,112223.0,142,448936.0,1532,404866.0,2200,389822.0,2241,383646.0,2962,4258.64,80,110176.0,436.0,131078.0,212.0,127945.0,565.0,126395.0,456.0,127995.0,228.0,452829.0,888.0,438657.0,1397.0,436454.0,6579.0,436243.0,14791.0,92037.5,1126.0,95022.7,230.0,230616.0,163.0,218553.0,251.0,106638.0,2158.0,432735.0,1699.0,416472.0,990.0,416950.0,9016.0,439612.0,10335.0,256400.0,199.0,236719.0,387.0,572506.0,1674.0,520663.0,2519.0,508243.0,4078.0,526223.0,8193.0,562004.0,21941.0,575326.0,15195.0,444384.0,196.0,403302.0,2351.0,388607.0,971.0,380228.0,227.0,564128.0,225.0,509792.0,700.0,493117.0,146.0,484113.0,3124.0,134544.0,1445,129882.0,1048,100464.0,295,94934.4,214,388194.0,964,352310.0,1411,340968.0,1284,335834.0,4260
