model,flops,size,pixel4|1large|float|mean,pixel4|1large|float|std,pixel4|1med|float|mean,pixel4|1med|float|std,pixel4|2med|float|mean,pixel4|2med|float|std,pixel4|3med|float|mean,pixel4|3med|float|std,pixel4|1large1med|float|mean,pixel4|1large1med|float|std,pixel4|1small|float|mean,pixel4|1small|float|std,pixel4|2small|float|mean,pixel4|2small|float|std,pixel4|3small|float|mean,pixel4|3small|float|std,pixel4|4small|float|mean,pixel4|4small|float|std,s10|1large|float|mean,s10|1large|float|std,s10|2large|float|mean,s10|2large|float|std,s10|1med|float|mean,s10|1med|float|std,s10|2med|float|mean,s10|2med|float|std,s10|1large2med|float|mean,s10|1large2med|float|std,s10|1small|float|mean,s10|1small|float|std,s10|2small|float|mean,s10|2small|float|std,s10|3small|float|mean,s10|3small|float|std,s10|4small|float|mean,s10|4small|float|std,onefusion|1large|float|mean,onefusion|1large|float|std,onefusion|2large|float|mean,onefusion|2large|float|std,onefusion|1small|float|mean,onefusion|1small|float|std,onefusion|2small|float|mean,onefusion|2small|float|std,onefusion|3small|float|mean,onefusion|3small|float|std,onefusion|4small|float|mean,onefusion|4small|float|std,a03s|1large|float|mean,a03s|1large|float|std,a03s|2large|float|mean,a03s|2large|float|std,a03s|3large|float|mean,a03s|3large|float|std,a03s|4large|float|mean,a03s|4large|float|std,a03s|1small|float|mean,a03s|1small|float|std,a03s|2small|float|mean,a03s|2small|float|std,a03s|3small|float|mean,a03s|3small|float|std,a03s|4small|float|mean,a03s|4small|float|std,iphone7|1large|float|mean,iphone7|1large|float|std,iphone7|2large|float|mean,iphone7|2large|float|std,iphonexs|1large|float|mean,iphonexs|1large|float|std,iphonexs|2large|float|mean,iphonexs|2large|float|std,iphonexs|1small|float|mean,iphonexs|1small|float|std,iphonexs|2small|float|mean,iphonexs|2small|float|std,iphonexs|3small|float|mean,iphonexs|3small|float|std,iphonexs|4small|float|mean,iphonexs|4small|float|std,pixel4|1large|quant|mean,pixel4|1large|quant|std,pixel4|1med|quant|mean,pixel4|1med|quant|std,pixel4|2med|quant|mean,pixel4|2med|quant|std,pixel4|3med|quant|mean,pixel4|3med|quant|std,pixel4|1large1med|quant|mean,pixel4|1large1med|quant|std,pixel4|1small|quant|mean,pixel4|1small|quant|std,pixel4|2small|quant|mean,pixel4|2small|quant|std,pixel4|3small|quant|mean,pixel4|3small|quant|std,pixel4|4small|quant|mean,pixel4|4small|quant|std,s10|1large|quant|mean,s10|1large|quant|std,s10|2large|quant|mean,s10|2large|quant|std,s10|1med|quant|mean,s10|1med|quant|std,s10|2med|quant|mean,s10|2med|quant|std,s10|1large2med|quant|mean,s10|1large2med|quant|std,s10|1small|quant|mean,s10|1small|quant|std,s10|2small|quant|mean,s10|2small|quant|std,s10|3small|quant|mean,s10|3small|quant|std,s10|4small|quant|mean,s10|4small|quant|std,onefusion|1large|quant|mean,onefusion|1large|quant|std,onefusion|2large|quant|mean,onefusion|2large|quant|std,onefusion|1small|quant|mean,onefusion|1small|quant|std,onefusion|2small|quant|mean,onefusion|2small|quant|std,onefusion|3small|quant|mean,onefusion|3small|quant|std,onefusion|4small|quant|mean,onefusion|4small|quant|std,a03s|1large|quant|mean,a03s|1large|quant|std,a03s|2large|quant|mean,a03s|2large|quant|std,a03s|3large|quant|mean,a03s|3large|quant|std,a03s|4large|quant|mean,a03s|4large|quant|std,a03s|1small|quant|mean,a03s|1small|quant|std,a03s|2small|quant|mean,a03s|2small|quant|std,a03s|3small|quant|mean,a03s|3small|quant|std,a03s|4small|quant|mean,a03s|4small|quant|std,iphone7|1large|quant|mean,iphone7|1large|quant|std,iphone7|2large|quant|mean,iphone7|2large|quant|std,iphonexs|1large|quant|mean,iphonexs|1large|quant|std,iphonexs|2large|quant|mean,iphonexs|2large|quant|std,iphonexs|1small|quant|mean,iphonexs|1small|quant|std,iphonexs|2small|quant|mean,iphonexs|2small|quant|std,iphonexs|3small|quant|mean,iphonexs|3small|quant|std,iphonexs|4small|quant|mean,iphonexs|4small|quant|std
levit-256,2250015392.0,76984237,77734.64,131.6652968705118,91985.48,343.4100895431,52443.48,214.493472161742,40356.48,303.3061977606129,48418.24,354.883787175464,462038.4,2895.116923372871,244334.64,1768.037643943137,182287.84,4229.301357718553,297054.72,73363.2498426944,82659.04,7835.660776118374,63277.64,13790.32368548324,183228.8,1597.667800263872,104582.16,4343.666282577427,108977.6,44877.25268596553,597848.88,46395.70318580806,296121.08,16750.1132794259,232485.48,26547.05594994669,384664.44,83811.69067908367,193494.16,440.5010492609524,109898.28,279.5093586984164,706063.2,8022.142008217007,333217.6,5590.628952094746,239516.52,2260.456522386573,185672.72,1954.600839455463,541788.08,14284.46601849716,292561.0,900.2891091199538,240198.72,582.6101626302102,199087.36,815.9206275122599,584002.04,667.8700160959467,318858.44,1205.198177230616,258718.72,1094.346837890072,215729.84,4777.292594597907,68189.0,1146.2,52709.5,500.971,54062.5,552.134,35601.4,278.569,253344.0,4407.08,151082.0,2750.09,117425.0,2987.92,105583.0,3678.75,177201.52,94.38988081357026,210668.36,616.5077050613398,111548.48,370.8045436614821,79310.08,152.277094797609,102401.96,120.5177099019061,493541.96,6061.326979993737,268884.24,3499.59405965892,197743.72,1835.492620960379,329188.76,70273.48446933879,129183.8,12365.51506084563,92093.44,15862.63308553785,222853.04,2208.371879552898,122644.12,4803.799806986132,123401.76,36747.85563406932,502941.08,25650.69820635688,285389.16,16158.31415384662,233681.76,22786.45933054102,298385.96,64809.51054064828,234997.64,425.2949922112886,127076.4,629.7300373969786,573264.32,5107.815468240801,320167.96,1810.751059201678,240061.64,1546.362696911692,195162.76,2229.510659853413,433383.4,893.7720962303532,244367.76,355.9293502930041,187683.84,574.3961476193934,149326.48,291.8468255780761,535636.36,530.4278182750222,298308.12,760.0357002141412,226678.72,637.3981813591878,180777.0,934.7263556784948,107644.0,1579.97,76329.6,2346.45,74573.1,170.191,46936.4,323.963,357904,3214.11,206665.0,4347.81,168077.0,5950.64,133149.0,5881.99
levit-384,4696910404.0,158538669,148793.44,454.9771053580608,174474.72,494.4992230529791,97396.32,581.8937167559038,71808.64,1187.615152479961,91005.24,1150.588693843287,978360.04,7485.647453520637,497113.8,3794.670325601422,336740.0,5818.440608960445,459882.88,62572.1474762182,160328.72,13501.78867119464,115966.44,15001.37034028558,351126.92,2221.920663210098,198555.88,20314.75441017193,162196.48,37332.32591427435,1207559.2,115264.5821723221,583987.04,17134.0353903685,412839.56,29463.9398873674,633342.44,99285.74055082834,372844.68,550.8195145417417,204928.8,216.0877599495168,1625186.8,23091.14803902136,662369.68,5625.008108225267,415663.8,2805.731861743028,336436.48,2533.167678934815,1139222.0,1539.927271009901,578461.12,1327.81716572727,454383.24,494.0112776040644,383329.52,652.3629738113591,1203150.4,840.6734443290094,616840.88,2646.80505243586,479812.88,883.6410728344398,402595.68,3242.08547351855,130583.0,1617.92,86857.9,1986.72,104460.0,768.969,67276.6,945.786,494368.0,4657.59,280372.0,3791.49,204867.0,5015.46,189832.0,10827.7,328815.32,201.011187748344,390267.12,331.9671453623084,203921.68,641.1560633730293,141372.56,2137.204774091617,188593.28,247.0594292877728,877142.8,8267.760151334822,467682.24,3599.404042671509,328879.16,2366.61033007126,473995.2,69532.9364707115,242525.52,17034.22549368183,171246.72,19748.45037874111,418859.6,4972.947391638082,228613.0,12244.79111785905,218387.08,46192.8149849476,910897.76,28049.82999631905,498378.92,27662.80591107128,371419.84,27885.52955449116,479025.4,73373.65571920211,433657.6,445.0901032375355,230859.76,426.377980669734,1009536.96,9059.410397945332,553403.48,3715.445148242671,396869.2,2599.40119258263,325408.6,3270.561444156034,763521.8,1146.238962869436,417604.56,844.5931602848794,302058.96,407.1107446383601,252747.4,21301.87170555677,946157.04,1433.393497403975,513701.04,499.5256533952987,367446.36,358.9776461007008,305063.76,13383.41645852807,194536.0,2184.97,121715.0,3089.2,137615.0,481.91,81083.2,264.948,657247,2534.83,365839.0,7721.2,284385.0,25568.3,223645.0,11974.7
mit-b0,901126688.0,14400567,61478.0,145.5436704223169,73127.52,413.6382110008697,42013.96,284.0635816151025,30724.2,197.7786641678015,38809.2,217.4192263807412,358889.36,4721.921116494854,191012.28,1789.259545622155,139503.32,3436.733841541995,226813.6,54072.04286653132,60875.76,6827.815628910904,49604.0,10122.35770559409,122218.72,1243.288173192362,73760.48,5524.190533426594,74808.84,35150.57486150689,417058.68,20134.931510626,229053.84,14666.6042523278,204439.92,27202.70326849154,296100.2,53803.61540640183,126744.8,284.2311735190214,75507.64,181.0226240004271,492516.24,7183.006792590413,257226.88,3623.577252605497,186294.56,2739.118034404505,151915.12,1812.956288938043,424795.08,625.839207464665,240205.64,465.3362551961753,186426.4,431.2139144322687,154904.72,440.6262379840765,478645.56,506.9277723699896,272238.04,483.4611446641809,208557.24,375.4858484683544,177008.56,4582.147855143917,76127.2,1606.17,57142.9,2457.35,54078.3,252.687,34010.5,230.726,253752.0,3685.34,146772.0,3683.12,110537.0,4086.36,95688.2,3342.16,107844.72,113.6899362300815,127347.4,446.4865507492918,67911.2,383.547233075667,48491.0,239.6118527953073,65560.2,128.4881317476443,379390.68,7316.74675642119,209876.56,2713.840895557439,153650.56,3185.203065174966,235659.24,48072.92794850757,82477.84,6617.299290072952,62527.64,10672.4173901886,139252.44,2087.795796144824,82606.56,16780.52884048652,104790.56,36427.31644475613,375331.12,26629.18842671702,225623.8,24123.04612605962,182538.08,24593.90590844813,261387.92,49391.50551090339,147904.68,581.2011507215036,80816.96,818.4205510616165,419634.36,3944.245903895952,235450.32,2881.541791749688,175857.52,2009.046920706433,146554.96,2901.604707467921,316863.56,550.7682692385247,182033.76,480.1985655955253,136884.96,307.4107974681436,114081.12,285.9151370599325,395542.28,270.13219282418,225022.64,354.3744776362993,167953.6,230.3637124201639,139833.08,969.5667040487725,73209.9,1882.54,56461.1,695.144,51882.9,211.43,32970.1,229.313,238245,2198.75,138360.0,2711.19,104681.0,3351.55,88208.8,1397.31
mit-b1,3344256544.0,54752953,155006.12,303.9130559880572,182554.96,453.4349329286397,102576.2,501.2209093802851,73377.12,692.6934282927766,95896.48,295.4331220428746,1152298.4,8914.867886850596,582497.64,7056.15526405138,399697.12,9861.048919136341,525224.72,37987.80005582845,159248.28,9880.482176574178,117433.08,14458.71412517725,336223.52,4216.485400140738,200571.16,17042.57116911647,204848.12,58551.23207880087,1366939.2,60152.20168339643,692189.44,39090.13925283971,504913.16,43582.10893720495,814372.36,152574.0730855357,350195.76,887.3737106766234,199749.84,344.1009944769123,1922837.6,17532.89828408298,941861.28,9480.630069863499,616100.12,9765.344591236912,449182.28,8359.881652368053,1177051.6,5796.619483802607,625971.76,2999.987657041275,474137.56,2231.398056465946,392061.4,1974.341287619747,1300243.2,3003.248534503929,688810.96,1855.011967185118,520130.16,727.2814409841626,432151.28,1225.687709655278,175013.0,784.738,124510.0,2994.56,131617.0,343.185,83647.5,1058.47,636455.0,4695.09,351015.0,5634.66,249512.0,4225.48,218996.0,4336.97,278933.24,139.5846066011578,331652.8,897.7913788848721,172321.24,1166.727124223998,117683.84,353.6616100172593,163127.12,119.1987650942744,869577.12,12271.84336379829,466652.44,3991.622558108419,331273.48,7800.779289891491,424472.2,49741.96694462333,214837.08,22886.16511680364,141845.76,15483.48154719732,363319.96,2570.967871911277,195164.6,4284.174123445498,223319.68,43013.31555201947,882632.76,50421.67025498462,477570.28,22761.84842849104,385381.24,30326.56883365476,496467.36,64955.53930305252,379242.92,571.6629020672935,205121.76,1402.34989300103,986209.4,7474.033513438377,529250.52,3487.858714110995,380182.72,1962.844049230606,305735.76,3138.211430480744,729590.84,363.8662039816284,402552.56,3615.53116518168,291197.44,321.291155184826,235756.76,228.8739880370856,914066.52,717.7865487733801,498686.6,377.3190692239129,358487.28,277.493282080846,290476.0,1012.547243342255,170671.0,1903.92,116993.0,1332.34,125840.0,212.878,72766.9,320.808,591720,4311.41,320509.0,4787.03,228359.0,4298.26,194601.0,13104.7
mit-b2,6529405896.0,99013489,290180.76,350.4723989132382,343601.16,837.6479298607501,191164.16,712.6324539340037,138536.92,2044.035497147738,180237.52,1857.202285589806,2127033.2,12769.40960890518,1065009.2,5855.898851585468,746490.96,19624.00060228291,991753.16,58455.66370621755,303436.76,18566.94750631885,223478.64,22552.76329478053,635995.48,3339.889352897787,376242.24,19035.08500486404,361927.92,64792.3926682261,2481786.0,119585.4012829325,1272980.8,67936.15796731516,918117.64,61543.0514185834,1260402.0,188809.130838527,663723.4,800.9991760295388,374290.68,282.4982435343625,3512890.0,30596.59022396668,1713066.8,16295.12951037825,1119900.0,7822.225770201216,835665.96,11949.26165913191,2251944.4,23333.61130729661,1190566.8,2174.699464293859,901262.68,3489.425966774478,748523.0,1916.720323886612,2474937.6,2739.213434546494,1323208.4,3304.524994609664,991558.12,1709.00039368047,833129.96,2294.924495141398,337802.0,16155.4,248935.0,3115.21,247327.0,839.981,162461.0,2643.65,1190830.0,5753.29,651047.0,3530.75,467166.0,7413.28,403404.0,7072.61,514298.4,141.638412868826,613863.0,1366.747145597897,319156.76,814.2307918520399,217990.64,887.7070633942259,301002.48,1442.780485590237,1572688.0,17224.67137567507,841873.32,4595.014591663447,595894.0,7608.670832675048,792345.28,73267.12440243305,394455.6,18232.02146554243,270200.52,17369.03426934267,673786.6,3679.329036658722,372081.96,11536.66217406057,367802.48,49277.17263327514,1541881.6,19672.50501181789,874425.6,35432.31116706897,703314.08,41598.76964230553,943736.0,85219.10647877035,704735.32,613.411230415616,380099.16,341.0491671299022,1782697.2,11564.54945771776,958519.24,4348.202610550709,686220.36,2834.369176801074,553643.84,5362.718315779787,1328162.4,831.6551208283395,729543.36,703.2900329167193,528128.0,513.4396167028797,427287.32,469.4142494641594,1662398.0,771.3883587402652,906213.96,583.922356482435,648862.36,488.0730174881623,526457.16,1788.953944180789,310442.0,1804.4,210563.0,3295.63,232409.0,464.835,138810.0,339.518,1070650,4155.92,581291.0,11690.9,413068.0,7426.34,347941.0,11470.1
mit-b3,12263570136.0,178642049,498571.96,347.5646103963981,596929.56,5681.813267470166,321148.16,1130.68137616218,245268.24,5432.151288614852,319446.88,4714.013061670491,3573990.588235294,23951.47900887965,1796116.8,11176.56967767839,1238811.2,12515.67059969221,1498963.6,52778.64294428192,542580.88,15722.01627608876,390947.24,19632.18744262595,1112572.4,8189.754711833561,647611.2,19389.51299233686,606896.56,77841.93531359815,4156375.333333333,184936.7631332997,2080459.6,52713.65033689092,1505093.2,61296.89262727761,2179123.6,231351.6760238404,1162184.4,1102.985330818139,643375.32,443.5642654678124,5690607.272727272,58408.71309393194,2688745.217391304,21555.28259061886,1708275.2,10458.30048143579,1289863.6,17386.22141352169,3743715.882352941,3719.74549860531,2011537.6,2253.958792879763,1494717.2,3054.400785751601,1249020.8,2486.147091384579,4138875.333333333,1398.136219718554,2229463.6,2283.735326170701,1642042.0,2521.626459252044,1381777.6,5296.950277282202,629175.0,21456.8,387294.0,7433.44,438893.0,11121.8,284889.0,22231.8,2044620.0,7887.16,1112430.0,5589.21,810946.0,27488.9,678663.0,7656.72,884920.36,275.5461311650011,1049576.0,1269.201323667762,542935.64,1446.299993224089,370842.44,481.793572393821,508541.44,228.650139733174,2610956.0,15208.22829918068,1378831.6,6437.552752405218,967178.24,9633.670105541294,1268396.8,66242.55349667613,664874.76,17898.6690081246,455863.72,23087.51788221506,1161848.0,6331.964624032576,638744.36,28325.65840488796,610122.92,73882.79001224574,2583187.6,48441.19596211473,1398990.0,39102.65545969992,1104038.8,41320.59208869108,1503924.8,88954.14095453905,1203696.0,1069.609274454929,639333.84,1495.301753627006,2930788.095238095,10682.31498855652,1559720.4,6288.831675279598,1102953.2,11222.10701071773,881638.72,5465.675010609394,2197447.6,1324.466020704193,1192498.4,734.670973974064,849989.76,716.1082197545285,683312.52,870.1421088534906,2758210.0,28234.83309672646,1481796.8,1223.819333071675,1049828.4,641.558602155719,845536.64,8011.905635390372,542962.0,1591.89,348000.0,5045.76,397568.0,645.907,234288.0,1733.39,1837740,6254.58,981492.0,5234.81,703838.0,5438.68,581157.0,9292.61
mit-b4,17811411876.0,245860399,720956.72,420.6140767972465,860052.08,3689.941505444226,470129.44,5849.643969200178,365323.0,8221.1000821058,475675.72,9957.855875719431,4959885.384615385,22549.0128098377,2522493.333333333,9790.238619268797,1755000.8,27017.80004663592,2328770.0,79227.38127692975,785891.16,22620.34860152248,565389.32,19666.3980814383,1611518.0,8521.450580740348,957615.36,33916.19496922378,911686.28,98104.50313070037,5969909.090909091,213058.6717509158,2970212.380952381,66067.1062816157,2169614.0,93837.78079217346,3109128.5,336430.3457370485,1682145.2,1805.296917407217,927176.84,505.6464915333636,8023646.25,49606.47486404875,3853473.75,39443.22737730142,2425809.6,13098.31515272098,1835743.2,17493.02483162932,5365035.833333333,4860.480871843398,2890841.904761905,2085.634810401446,2142923.6,2028.30348813978,1808766.0,20375.28483236492,5917954.545454546,9643.600198752976,3199963.157894737,2828.546311840615,2353067.2,2167.098557980232,2047656.4,251206.2255738102,937396.0,27760.3,640068.0,35811.3,637601.0,19713.1,431286.0,15259.9,2933110.0,5916.13,1594430.0,6219.81,1142370.0,5928.48,976736.0,8842.22,1274394.0,373.8876836698422,1511590.0,3181.786919326937,779777.2,2774.434039583568,533270.24,650.899579351531,726006.0,3725.586021017365,3711836.4,25931.82552463286,1966293.6,9081.014427914977,1375203.2,11850.18336398218,1832903.2,82560.60797838155,964097.52,29968.09386813916,659819.12,20229.45455778776,1668982.0,8086.337118869086,923037.52,50678.81194828466,898473.32,105819.9043472333,3725686.4,106936.3092641597,2013469.6,43590.38109308061,1583940.4,73198.95296956098,2115735.2,125784.9316927906,1723496.0,1048.763080967289,916064.36,2484.814019277902,4183299.333333333,26030.92736641466,2234850.8,7550.896063382147,1565134.8,6005.818591998928,1259388.8,7634.528574836824,3139841.5,2320.00490301206,1702604.0,1735.004322761185,1219223.2,805.9911662046924,976846.08,1116.112321229364,3933216.875,1337.837428230725,2116520.0,1535.406135196808,1501316.0,1057.570801412369,1207193.6,2941.735378989755,773434.0,24767.7,550860.0,54355.0,568740.0,1011.35,336762.0,8283.82,2602330,7949.92,1394470.0,6031.66,1002690.0,8906.14,839932.0,17038.9
mit-b5,23399813856.0,328377602,921054.16,701.7788073175194,1101624.8,4138.545754247499,607021.36,16566.7169563073,476875.6,10476.76174015616,615897.0,10759.72624187065,6383769.0,53945.49461261802,3223530.52631579,12759.47469372599,2213302.8,16758.79578490054,2772561.363636364,103717.6183111649,1012367.8,25840.78284882252,738686.2,31182.57874005933,2062416.8,9664.255261529468,1236319.6,28691.91502566533,1104227.24,92196.74389056482,7466046.666666667,178762.5413160648,3710470.0,77388.60426825279,2687864.347826087,101621.2407968748,3725492.352941176,289843.3905633992,2153630.4,1396.557138107854,1181350.4,704.5650005499847,9953267.142857144,84455.70448707514,4663805.384615385,45774.61349084978,2956340.0,19301.11938525353,2231863.2,13397.40115694085,6784033.333333333,3065.21704868604,3675032.94117647,3009.934071402039,2701719.130434783,7535.577594228524,2272906.0,2942.17062727504,7478576.666666667,3876.779877968599,4056868.666666667,3109.608478392238,2948738.095238095,3034.074141429574,2485123.6,3621.645902072702,1168820.0,9942.64,1003100.0,284054.0,826838.0,16453.5,569930.0,67331.8,3711130.0,4035.04,2012310.0,6261.81,1443250.0,5419.65,1229540.0,14906.8,1620084.8,456.8248679745882,1931505.2,2136.520760488884,994235.8,3209.713121137152,673727.32,734.5377169349441,923738.76,4379.261255326062,4576605.6,13087.72923925308,2389036.8,8383.443550236383,1692188.4,23066.59466501286,2416015.6,89157.8371240577,1225941.6,26240.47662372008,835865.44,26668.07958002225,2128351.2,9862.244093511375,1152407.6,43416.91000336159,1132048.0,78590.11902268631,4702591.2,160800.123415873,2508818.4,50033.83564589068,1942692.0,80014.1227034328,2591214.4,115885.9967064183,2194830.0,1130.638757517183,1155776.8,2874.079637031653,5213057.5,45591.44476123417,2768969.545454545,9565.073528811488,1941470.4,9444.210281436983,1553270.4,7013.120549370302,3938426.25,2461.759723754534,2120324.4,1337.005848902689,1505894.8,1085.781267106778,1201342.4,949.8264262485014,4929453.076923077,1372.44523284529,2639154.782608696,1588.378636179502,1858816.8,1267.658376693027,1489662.0,6045.408836464247,992004.0,34327.0,737893.0,67118.6,722563.0,921.795,438681.0,2145.85,3317390,7249.31,1773190.0,5400.18,1269840.0,5223.07,1041590.0,9824.02
mobilevit-small,3994989592.0,22363393,347625.96,893.3985216016423,409113.24,1404.741749361782,249971.72,820.6868109090093,176286.04,830.7769606819871,227588.08,604.1268687949577,2411964.4,30191.72284981432,1184247.2,14841.63239539371,800401.28,33314.20148887859,922604.64,57889.3575192401,304517.36,14745.04729291839,215217.72,20916.28311630917,627059.56,6223.815100595454,373610.8,18049.49634311163,389342.16,43401.05436846437,2540069.166666667,138845.0722603155,1279664.4,49574.39371933862,966958.24,64590.74051489424,1243595.2,153011.319401409,656419.8,1157.428425432865,381726.24,1448.501357403575,3646407.05882353,46863.04247670023,1877433.6,12885.35009380808,1231155.6,8405.400207009778,850885.84,15885.49274446342,3805523.75,3997.356743837107,1903023.2,5332.149825351872,1302872.0,1463.663895844944,1060011.6,4852.013751011017,4299520.0,2535.10777454755,2055694.4,3184.364401258123,1451198.4,2342.399931693988,1164918.0,5044.252174505156,438281.0,8038.3,290191.0,14982.6,222841.0,4299.05,167191.0,3058.49,1004960.0,30401.0,570564.0,5724.12,416694.0,8139.69,377300.0,10182.5,679049.84,260.9917515938004,806527.24,1186.502567380282,412566.28,1962.00123384263,283062.0,862.5190548619781,401083.2,326.8614385332108,2429658.0,18947.08040833732,1265808.8,4987.307345652563,876612.84,15104.91816510106,1027189.16,85086.79090278584,507264.2,18398.93120808923,350391.0,19557.35124192435,794559.12,7435.829241288426,424908.84,18145.49379803151,472719.92,58363.49788620967,2393945.6,102384.5988840118,1256176.4,43233.71350046165,992847.64,66730.39826518645,1284026.0,80997.85330488703,835308.12,2976.621807620175,439681.24,883.6322891338909,2630172.173913043,14224.24719686706,1368140.0,5393.44491025912,942569.48,2497.164233605792,734173.68,3835.449749064639,1961520.8,1246.020609781395,1028816.4,992.5276016313098,719027.84,607.579241251707,560924.2,530.769931326182,2473125.2,2381.080628622223,1287054.4,646.053124750589,895579.56,871.3711989732045,701572.04,1838.045820538759,613798.0,16544.2,383560.0,4155.53,383886.0,600.749,239315.0,8533.13,1918170,4178.73,1015810.0,4572.76,719079.0,10888.8,587716.0,15521.1
mobilevit-x-small,2046673944.0,9334547,250539.96,617.2479877650474,295941.64,1420.661335575795,177578.52,1327.783359437826,141317.8,906.4506605436393,167671.84,491.6312992477188,1365078.4,14597.52847025824,696153.8,8222.189985642512,500202.48,7616.033808328321,649988.84,57689.22528977486,220313.08,13180.73294447619,158997.32,15390.51734990088,432038.16,6056.870536374374,261147.32,10374.75938890151,316839.12,52516.47213156649,1454698.0,63465.8454288604,740564.76,32142.70402101229,594707.84,48175.46043095385,958367.36,130886.7093881972,462028.88,658.7688104335238,265821.4,2200.912356274097,2267965.6,26269.77503976766,883267.12,12920.96188468955,702727.04,7443.022098475861,465562.72,3523.646265106644,2969041.428571429,25256.16497783769,1407232.4,4557.050168694656,961465.24,9718.036473609265,811699.52,6291.100171639298,3059755.5,2321.231300409332,1468842.4,7830.850416142554,1035298.4,2678.339306361313,877751.6,12942.26112238507,278423.0,1402.92,207304.0,2867.6,160050.0,2027.69,104045.0,4625.83,707026.0,6043.73,401270.0,4040.04,314935.0,6457.65,272300.0,9145.16,509511.8,245.013795529966,608691.84,878.4125081076658,314446.48,1244.096045166932,216381.6,483.1183705884097,307431.48,486.8511986223306,1887888.4,15540.09232405007,992184.08,6247.001027180962,693307.88,7020.106092189775,849701.32,46457.4866489525,385546.88,15563.39125337405,260508.92,17580.85039108177,586003.8,3441.726078583245,319911.24,15229.44012176416,362274.56,41635.9720386879,1828123.2,51453.85969740268,972103.48,28168.19176180111,776665.8,48234.89422648297,1017466.88,79867.40585661713,618754.64,1189.368298888111,326407.44,1369.884610615069,2051087.6,15456.34711825533,1060045.6,9669.823195901774,743641.76,2397.523777233502,581673.8,3145.947679158063,1524243.6,818.040976968758,797985.56,445.6993677356969,563613.12,618.3217492535742,442010.92,938.980976165119,1920978.8,544.200845276815,1000524.36,452.0602508515872,703571.92,800.9430401720213,554308.2,1519.82935884263,475140.0,16442.8,304284.0,4010.78,304366.0,1679.43,210781.0,1035.8,1515770,3862.11,808259.0,13499.9,579946.0,11615.3,476474.0,10903.8
mobilevit-xx-small,810504216.0,5170012,95080.92,425.3824556795919,116601.4,637.8517696142262,65019.12,249.6399519307757,49099.76,196.4694948331674,58716.92,212.2432415885132,544396.36,9321.782399863238,285730.68,5268.23050156312,208790.2,2606.773285117062,329575.12,57106.54664629617,95070.8,12055.48080501147,70918.36,10000.82265368205,177988.96,3980.009301295664,99982.52,5465.633475600061,117673.56,44981.48759841541,597479.44,41646.00621147723,326009.8,25621.6296562104,278534.2,36801.2850851706,514795.84,94970.8224054862,186426.88,319.7051541655217,104166.2,282.3488622254391,701196.44,8948.076848485378,361999.72,4914.924540783917,257625.84,2605.06464687539,210801.8,2228.091542105037,592909.12,1324.339059908753,335168.88,1212.482917652863,258665.16,789.0632765501128,215786.32,942.6617089921494,693933.04,610.3445898834525,385949.04,718.7464353998564,299443.36,559.3167889488032,249561.64,1337.203765474806,103374.0,1377.48,80955.9,505.469,70527.8,925.449,45765.8,1068.09,291499.0,2770.73,176595.0,3172.38,140667.0,4526.77,129218.0,5857.13,229371.04,262.0315217678972,272960.72,733.024120749106,144950.88,817.7854642875477,106844.84,862.9081378686841,137705.72,643.3616413806468,871872.16,10177.43226429928,473861.32,3426.730508458464,346328.56,9330.400994941214,509281.76,64359.8478160289,181325.64,10390.67018004132,130710.96,16386.22314379979,272070.84,6691.956046956675,149062.92,7754.761788320773,190509.4,56395.50459460399,853928.4,30133.58592003282,476057.56,22738.98693447885,410131.6,44194.49828383619,579018.44,73855.5030405074,286073.68,1273.65030428293,157358.24,645.5041614118378,953343.6,11187.01128273321,513480.8,2710.025903935237,376105.96,2311.088063748329,302536.52,3640.595809699286,718202.56,451.6306526355358,392941.2,428.126149633493,289205.6,344.3161338072906,234057.76,433.0621461176213,897827.12,524.5591154483925,487661.28,529.3553453021892,356496.48,424.6580855229299,290818.36,1967.735548898784,220248.0,2533.75,163448.0,7728.7,130118.0,687.283,82726.5,1968.55,648827,4972.19,367827.0,6306.26,278019.0,6997.04,240457.0,9447.16
